Probe run started 2026-04-22T22:21:53.368794+00:00

=== [1/74] WiiStream (http://www.wiistream.com) ===
ATS recruitee https://4dsight.recruitee.com/api/offers/ -> 404
ATS recruitee https://4d-sight.recruitee.com/api/offers/ -> 404
ATS ashby https://api.ashbyhq.com/posting-api/job-board/wiistream -> 404
ATS recruitee https://fitbit.recruitee.com/api/offers/ -> 404
ATS teamtailor https://clubzap.teamtailor.com/jobs.json -> 404
ATS teamtailor https://wylde.teamtailor.com/jobs.json -> 404
ATS ashby https://api.ashbyhq.com/posting-api/job-board/4dsight -> 404
ATS lever https://api.lever.co/v0/postings/incisiv?mode=json -> 404
ATS lever https://api.lever.co/v0/postings/wylde?mode=json -> 404
ATS lever https://api.lever.co/v0/postings/4dsight?mode=json -> 404
ATS lever https://api.lever.co/v0/postings/danusport?mode=json -> 404
ATS lever https://api.lever.co/v0/postings/danusports?mode=json -> 404
ATS lever https://api.lever.co/v0/postings/clubzap?mode=json -> 404
ATS lever https://api.lever.co/v0/postings/fitbit?mode=json -> 404
ATS lever https://api.lever.co/v0/postings/4d-sight?mode=json -> 404
ATS lever https://api.lever.co/v0/postings/danu-sport?mode=json -> 404
ATS teamtailor https://4dsight.teamtailor.com/jobs.json -> 404
ATS lever https://api.lever.co/v0/postings/wiistream?mode=json -> 404
ATS recruitee https://danusport.recruitee.com/api/offers/ -> 404
ATS recruitee https://danu-sport.recruitee.com/api/offers/ -> 404
ATS teamtailor https://4d-sight.teamtailor.com/jobs.json -> 404
ATS recruitee https://danusports.recruitee.com/api/offers/ -> 404
ATS teamtailor https://fitbit.teamtailor.com/jobs.json -> 404
ATS ashby https://api.ashbyhq.com/posting-api/job-board/instacoach -> 404
ATS ashby https://api.ashbyhq.com/posting-api/job-board/hamstring-solo -> 404
ATS ashby https://api.ashbyhq.com/posting-api/job-board/hamstringsolo -> 404
ATS teamtailor https://danusport.teamtailor.com/jobs.json -> 404
ATS ashby https://api.ashbyhq.com/posting-api/job-board/legitfit -> 404
ATS teamtailor https://danu-sport.teamtailor.com/jobs.json -> 404
ATS recruitee https://instacoach.recruitee.com/api/offers/ -> 404
ATS recruitee https://hamstringsolo.recruitee.com/api/offers/ -> 404
ATS teamtailor https://danusports.teamtailor.com/jobs.json -> 404
ATS lever https://api.lever.co/v0/postings/hamstringsolo?mode=json -> 404
ATS lever https://api.lever.co/v0/postings/hamstring-solo?mode=json -> 404
ATS recruitee https://hamstring-solo.recruitee.com/api/offers/ -> 404
ATS recruitee https://legitfit.recruitee.com/api/offers/ -> 404
ATS lever https://api.lever.co/v0/postings/instacoach?mode=json -> 404
ATS lever https://api.lever.co/v0/postings/legitfit?mode=json -> 404
ATS teamtailor https://hamstring-solo.teamtailor.com/jobs.json -> 404
ATS teamtailor https://instacoach.teamtailor.com/jobs.json -> 404
ATS teamtailor https://legitfit.teamtailor.com/jobs.json -> 404
ATS teamtailor https://hamstringsolo.teamtailor.com/jobs.json -> 404
ATS bamboohr https://clubzap.bamboohr.com/careers/list -> 200
ATS bamboohr https://4d-sight.bamboohr.com/careers/list -> 200
ATS bamboohr https://wiistream.bamboohr.com/careers/list -> 200
ATS bamboohr https://incisiv.bamboohr.com/careers/list -> 200
ATS bamboohr https://wylde.bamboohr.com/careers/list -> 200
ATS bamboohr https://fitbit.bamboohr.com/careers/list -> 200
ATS breezy https://incisiv.breezy.hr/json -> 200
ATS breezy https://fitbit.breezy.hr/json -> 200
ATS bamboohr https://4dsight.bamboohr.com/careers/list -> 200
ATS breezy https://wylde.breezy.hr/json -> 200
ATS breezy https://clubzap.breezy.hr/json -> 200
ATS bamboohr https://danusport.bamboohr.com/careers/list -> 200
ATS breezy https://4d-sight.breezy.hr/json -> 200
ATS breezy https://4dsight.breezy.hr/json -> 200
ATS bamboohr https://danu-sport.bamboohr.com/careers/list -> 200
ATS breezy https://danusport.breezy.hr/json -> 200
ATS breezy https://wiistream.breezy.hr/json -> 200
ATS bamboohr https://instacoach.bamboohr.com/careers/list -> 200
ATS breezy https://hamstringsolo.breezy.hr/json -> 200
ATS breezy https://danu-sport.breezy.hr/json -> 200
ATS breezy https://danusports.breezy.hr/json -> 200
ATS bamboohr https://hamstringsolo.bamboohr.com/careers/list -> 200
ATS bamboohr https://danusports.bamboohr.com/careers/list -> 200
ATS bamboohr https://legitfit.bamboohr.com/careers/list -> 200
ATS bamboohr https://hamstring-solo.bamboohr.com/careers/list -> 200
ATS breezy https://hamstring-solo.breezy.hr/json -> 200
ATS breezy https://instacoach.breezy.hr/json -> 200
ATS breezy https://legitfit.breezy.hr/json -> 200
ATS personio https://clubzap.jobs.personio.com/search.json -> 403
ATS personio https://4d-sight.jobs.personio.com/search.json -> 403
ATS personio https://danu-sport.jobs.personio.com/search.json -> 403
ATS personio https://hamstring-solo.jobs.personio.com/search.json -> 403
ATS personio https://legitfit.jobs.personio.com/search.json -> 403
ATS personio https://4dsight.jobs.personio.com/search.json -> 403
ATS personio https://fitbit.jobs.personio.com/search.json -> 403
ATS personio https://wiistream.jobs.personio.com/search.json -> 403
ATS personio https://danusport.jobs.personio.com/search.json -> 403
ATS personio https://incisiv.jobs.personio.com/search.json -> 403
ATS personio https://wylde.jobs.personio.com/search.json -> 403
ATS personio https://instacoach.jobs.personio.com/search.json -> 403
ATS personio https://danusports.jobs.personio.com/search.json -> 403
ATS personio https://hamstringsolo.jobs.personio.com/search.json -> 403
PAGE https://hamstringsolo.com/careers -> ERROR Cannot connect to host hamstringsolo.com:443 ssl:default [getaddrinfo failed]
PAGE https://hamstringsolo.com/careers/ -> ERROR Cannot connect to host hamstringsolo.com:443 ssl:default [getaddrinfo failed]
PAGE https://hamstringsolo.com/jobs -> ERROR Cannot connect to host hamstringsolo.com:443 ssl:default [getaddrinfo failed]
PAGE https://hamstringsolo.com/jobs/ -> ERROR Cannot connect to host hamstringsolo.com:443 ssl:default [getaddrinfo failed]
PAGE https://hamstringsolo.com/join-us -> ERROR Cannot connect to host hamstringsolo.com:443 ssl:default [getaddrinfo failed]
PAGE https://hamstringsolo.com/work-with-us -> ERROR Cannot connect to host hamstringsolo.com:443 ssl:default [getaddrinfo failed]
PAGE https://hamstringsolo.com/company/careers -> ERROR Cannot connect to host hamstringsolo.com:443 ssl:default [getaddrinfo failed]
PAGE https://hamstringsolo.com/about/careers -> ERROR Cannot connect to host hamstringsolo.com:443 ssl:default [getaddrinfo failed]
PAGE https://hamstringsolo.com/company/jobs -> ERROR Cannot connect to host hamstringsolo.com:443 ssl:default [getaddrinfo failed]
PAGE https://hamstringsolo.com/about/jobs -> ERROR Cannot connect to host hamstringsolo.com:443 ssl:default [getaddrinfo failed]

=== [12/74] KinetikIQ (https://www.kinetikiq.com) ===
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/kinetikiq/postings -> 200
ATS workable https://apply.workable.com/api/v3/accounts/kinetikiq/jobs -> 403
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/kinetikiq/jobs -> 404
ATS recruitee https://kinetikiq.recruitee.com/api/offers/ -> 404
ATS lever https://api.lever.co/v0/postings/kinetikiq?mode=json -> 404
PAGE http://www.instacoach.com/careers -> 404
ATS teamtailor https://kinetikiq.teamtailor.com/jobs.json -> 404
ATS ashby https://api.ashbyhq.com/posting-api/job-board/kinetikiq -> 404
PAGE http://www.danusports.com/careers -> 404
PAGE http://www.wiistream.com/careers -> 404
PAGE http://www.instacoach.com/careers/ -> 404
PAGE http://www.fitbit.com/careers -> 200
PAGE http://www.instacoach.com/jobs -> 404
PAGE http://www.instacoach.com/jobs/ -> 404
PAGE http://www.instacoach.com/join-us -> 404

=== [13/74] Boylesports (http://www.boylesports.com) ===
PAGE http://www.clubzap.com/careers -> 404
PAGE http://www.wiistream.com/careers/ -> 404
PAGE http://www.danusports.com/careers/ -> 404
PAGE http://www.4dsight.com/careers -> 404
ATS bamboohr https://kinetikiq.bamboohr.com/careers/list -> 200
PAGE http://www.instacoach.com/work-with-us -> 404
ATS workable https://apply.workable.com/api/v3/accounts/boylesports/jobs -> 403
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/boylesports/postings -> 200
ATS breezy https://kinetikiq.breezy.hr/json -> 200
ATS recruitee https://boylesports.recruitee.com/api/offers/ -> 404
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/boylesports/jobs -> 404
ATS personio https://kinetikiq.jobs.personio.com/search.json -> 403
PAGE http://www.danusports.com/jobs -> 404
PAGE http://www.incisiv.io/careers -> 404
ATS ashby https://api.ashbyhq.com/posting-api/job-board/boylesports -> 404
ATS lever https://api.lever.co/v0/postings/boylesports?mode=json -> 404
PAGE http://www.instacoach.com/company/careers -> 404
PAGE http://www.legitfit.com/careers -> 200

=== [14/74] Genius Sports (http://www.geniussports.com) ===
PAGE http://www.4dsight.com/careers/ -> 404
PAGE http://www.danusports.com/jobs/ -> 404
PAGE http://www.instacoach.com/about/careers -> 404
ATS workable https://apply.workable.com/api/v3/accounts/geniussports/jobs -> 403
ATS workable https://apply.workable.com/api/v3/accounts/genius-sports/jobs -> 403
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/geniussports/postings -> 200
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/genius-sports/postings -> 200
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/geniussports/jobs -> 200
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/genius-sports/jobs -> 404
PAGE https://www.kinetikiq.com/careers -> 404
ATS recruitee https://genius-sports.recruitee.com/api/offers/ -> 404
ATS recruitee https://geniussports.recruitee.com/api/offers/ -> 404
PAGE http://www.instacoach.com/company/jobs -> 404
PAGE http://www.clubzap.com/careers/ -> 404
PAGE http://www.danusports.com/join-us -> 404
ATS lever https://api.lever.co/v0/postings/genius-sports?mode=json -> 404
ATS lever https://api.lever.co/v0/postings/geniussports?mode=json -> 404
ATS ashby https://api.ashbyhq.com/posting-api/job-board/genius-sports -> 404
ATS ashby https://api.ashbyhq.com/posting-api/job-board/geniussports -> 404
PAGE http://www.wiistream.com/jobs -> 404
ATS teamtailor https://boylesports.teamtailor.com/jobs.json -> 406
ATS bamboohr https://boylesports.bamboohr.com/careers/list -> 200
PAGE http://www.4dsight.com/jobs -> 404
PAGE http://www.instacoach.com/about/jobs -> 404

=== [15/74] Stats Perform (http://www.statsperform.com) ===
PAGE http://www.incisiv.io/careers/ -> 404
PAGE http://www.danusports.com/work-with-us -> 404
ATS workable https://apply.workable.com/api/v3/accounts/statsperform/jobs -> 403
PAGE https://www.kinetikiq.com/careers/ -> 404
ATS breezy https://boylesports.breezy.hr/json -> 200
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/statsperform/jobs -> 404
ATS teamtailor https://geniussports.teamtailor.com/jobs.json -> 404
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/stats-perform/postings -> 200
ATS workable https://apply.workable.com/api/v3/accounts/stats-perform/jobs -> 403
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/statsperform/postings -> 200
ATS teamtailor https://genius-sports.teamtailor.com/jobs.json -> 404
PAGE https://www.kinetikiq.com/jobs -> 404
PAGE http://www.clubzap.com/jobs -> 404
PAGE http://www.danusports.com/company/careers -> 404
PAGE http://www.4dsight.com/jobs/ -> 404
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/stats-perform/jobs -> 404
PAGE http://www.wiistream.com/jobs/ -> 404
ATS ashby https://api.ashbyhq.com/posting-api/job-board/statsperform -> 404
ATS ashby https://api.ashbyhq.com/posting-api/job-board/stats-perform -> 404
PAGE https://www.kinetikiq.com/jobs/ -> 404
PAGE http://www.danusports.com/about/careers -> 404
ATS lever https://api.lever.co/v0/postings/stats-perform?mode=json -> 404
ATS breezy https://genius-sports.breezy.hr/json -> 200
ATS bamboohr https://genius-sports.bamboohr.com/careers/list -> 200
PAGE http://www.incisiv.io/jobs -> 404
ATS bamboohr https://geniussports.bamboohr.com/careers/list -> 200
ATS teamtailor https://statsperform.teamtailor.com/jobs.json -> 406
PAGE http://www.4dsight.com/join-us -> 404
ATS personio https://geniussports.jobs.personio.com/search.json -> 403
PAGE https://www.kinetikiq.com/join-us -> 404
ATS teamtailor https://stats-perform.teamtailor.com/jobs.json -> 404
ATS recruitee https://statsperform.recruitee.com/api/offers/ -> 404
ATS recruitee https://stats-perform.recruitee.com/api/offers/ -> 404
ATS personio https://genius-sports.jobs.personio.com/search.json -> 403
PAGE http://www.clubzap.com/jobs/ -> 404
PAGE http://www.danusports.com/company/jobs -> 404
PAGE http://www.wiistream.com/join-us -> 404
ATS personio https://boylesports.jobs.personio.com/search.json -> 403
PAGE http://www.4dsight.com/work-with-us -> 404
PAGE https://www.kinetikiq.com/work-with-us -> 404
PAGE http://www.incisiv.io/jobs/ -> 404
ATS bamboohr https://statsperform.bamboohr.com/careers/list -> 200
PAGE http://www.danusports.com/about/jobs -> 404

=== [16/74] Fanmode (http://www.fanmode.com) ===
PAGE http://www.boylesports.com/careers -> 403
ATS workable https://apply.workable.com/api/v3/accounts/fanmode/jobs -> 403
PAGE https://www.kinetikiq.com/company/careers -> 404
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/fanmode/postings -> 200
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/fanmode/jobs -> 404
ATS lever https://api.lever.co/v0/postings/statsperform?mode=json -> 404
ATS recruitee https://fanmode.recruitee.com/api/offers/ -> 404
ATS bamboohr https://stats-perform.bamboohr.com/careers/list -> 200
PAGE http://www.boylesports.com/careers/ -> 403
PAGE http://www.4dsight.com/company/careers -> 404
ATS personio https://statsperform.jobs.personio.com/search.json -> 403
ATS breezy https://statsperform.breezy.hr/json -> 200
ATS lever https://api.lever.co/v0/postings/fanmode?mode=json -> 404
ATS ashby https://api.ashbyhq.com/posting-api/job-board/fanmode -> 404
ATS personio https://stats-perform.jobs.personio.com/search.json -> 403
PAGE https://www.kinetikiq.com/about/careers -> 404
PAGE http://www.boylesports.com/jobs -> 403
PAGE http://www.wylde.gg/careers -> 200
ATS breezy https://stats-perform.breezy.hr/json -> 200

=== [17/74] EA Sports (https://www.ea.com) ===
PAGE http://www.wiistream.com/work-with-us -> 404
PAGE http://www.clubzap.com/join-us -> 404
PAGE http://www.boylesports.com/jobs/ -> 403
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/easports/postings -> 200
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/ea-sports/postings -> 200
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/ea/postings -> 200
PAGE http://www.incisiv.io/join-us -> 404
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/easports/jobs -> 404
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/ea-sports/jobs -> 404
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/ea/jobs -> 404
PAGE http://www.4dsight.com/about/careers -> 404
ATS workable https://apply.workable.com/api/v3/accounts/ea-sports/jobs -> 403
ATS workable https://apply.workable.com/api/v3/accounts/easports/jobs -> 403
ATS workable https://apply.workable.com/api/v3/accounts/ea/jobs -> 403
ATS ashby https://api.ashbyhq.com/posting-api/job-board/ea-sports -> 404
PAGE https://www.kinetikiq.com/company/jobs -> 404
ATS teamtailor https://fanmode.teamtailor.com/jobs.json -> 404
ATS lever https://api.lever.co/v0/postings/easports?mode=json -> 404
ATS ashby https://api.ashbyhq.com/posting-api/job-board/easports -> 404
ATS recruitee https://ea.recruitee.com/api/offers/ -> 404
ATS lever https://api.lever.co/v0/postings/ea-sports?mode=json -> 404
ATS recruitee https://easports.recruitee.com/api/offers/ -> 404
ATS ashby https://api.ashbyhq.com/posting-api/job-board/ea -> 404
ATS recruitee https://ea-sports.recruitee.com/api/offers/ -> 404
PAGE http://www.boylesports.com/join-us -> 403
PAGE http://www.4dsight.com/company/jobs -> 404
PAGE http://www.clubzap.com/work-with-us -> 404
ATS breezy https://geniussports.breezy.hr/json -> 200

=== [18/74] RunAngel (http://www.runangel.com) ===
ATS bamboohr https://fanmode.bamboohr.com/careers/list -> 200
ATS teamtailor https://ea-sports.teamtailor.com/jobs.json -> 404
ATS teamtailor https://ea.teamtailor.com/jobs.json -> 404
ATS lever https://api.lever.co/v0/postings/ea?mode=json -> 404
ATS breezy https://fanmode.breezy.hr/json -> 200
PAGE https://www.kinetikiq.com/about/jobs -> 404

=== [19/74] 53six Limited (http://www.53six.ie) ===
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/runangel/postings -> 200
PAGE http://www.boylesports.com/work-with-us -> 403
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/runangel/jobs -> 404
ATS ashby https://api.ashbyhq.com/posting-api/job-board/runangel -> 404
ATS lever https://api.lever.co/v0/postings/runangel?mode=json -> 404
PAGE http://www.wiistream.com/company/careers -> 404
ATS teamtailor https://easports.teamtailor.com/jobs.json -> 404
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/53sixlimited/postings -> 200
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/53sixlimited/jobs -> 404
ATS workable https://apply.workable.com/api/v3/accounts/runangel/jobs -> 403
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/53six-limited/postings -> 200
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/53six/postings -> 200
ATS ashby https://api.ashbyhq.com/posting-api/job-board/53sixlimited -> 404
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/53six-limited/jobs -> 404
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/53six/jobs -> 404
ATS bamboohr https://ea.bamboohr.com/careers/list -> 200
ATS recruitee https://runangel.recruitee.com/api/offers/ -> 404
ATS bamboohr https://ea-sports.bamboohr.com/careers/list -> 200
ATS breezy https://easports.breezy.hr/json -> 200
PAGE http://www.incisiv.io/work-with-us -> 404
ATS lever https://api.lever.co/v0/postings/53six-limited?mode=json -> 404
ATS ashby https://api.ashbyhq.com/posting-api/job-board/53six-limited -> 404
ATS lever https://api.lever.co/v0/postings/53six?mode=json -> 404
ATS ashby https://api.ashbyhq.com/posting-api/job-board/53six -> 404
PAGE http://www.4dsight.com/about/jobs -> 404

=== [20/74] Hotfoot (http://www.hotfootrecruiters.com) ===
PAGE http://www.clubzap.com/company/careers -> 404
PAGE http://www.boylesports.com/company/careers -> 403
ATS workable https://apply.workable.com/api/v3/accounts/53sixlimited/jobs -> 403
ATS workable https://apply.workable.com/api/v3/accounts/53six-limited/jobs -> 403
ATS recruitee https://53sixlimited.recruitee.com/api/offers/ -> 404
ATS workable https://apply.workable.com/api/v3/accounts/53six/jobs -> 403
ATS recruitee https://53six-limited.recruitee.com/api/offers/ -> 404
ATS bamboohr https://easports.bamboohr.com/careers/list -> 200
ATS teamtailor https://runangel.teamtailor.com/jobs.json -> 404
ATS recruitee https://53six.recruitee.com/api/offers/ -> 404
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/hotfoot/postings -> 200
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/hotfootrecruiters/postings -> 200
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/hotfoot/jobs -> 404
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/hotfootrecruiters/jobs -> 404
ATS ashby https://api.ashbyhq.com/posting-api/job-board/hotfootrecruiters -> 404
ATS lever https://api.lever.co/v0/postings/hotfoot?mode=json -> 404
ATS lever https://api.lever.co/v0/postings/hotfootrecruiters?mode=json -> 404
ATS ashby https://api.ashbyhq.com/posting-api/job-board/hotfoot -> 404
ATS teamtailor https://53sixlimited.teamtailor.com/jobs.json -> 404
ATS teamtailor https://53six-limited.teamtailor.com/jobs.json -> 404
ATS teamtailor https://53six.teamtailor.com/jobs.json -> 404
ATS lever https://api.lever.co/v0/postings/53sixlimited?mode=json -> 404
ATS bamboohr https://runangel.bamboohr.com/careers/list -> 200
ATS breezy https://ea-sports.breezy.hr/json -> 200
ATS personio https://ea-sports.jobs.personio.com/search.json -> 403
ATS bamboohr https://53sixlimited.bamboohr.com/careers/list -> 200
ATS bamboohr https://53six-limited.bamboohr.com/careers/list -> 200
ATS personio https://easports.jobs.personio.com/search.json -> 403
ATS breezy https://53six-limited.breezy.hr/json -> 200
PAGE http://www.boylesports.com/about/careers -> 403
ATS breezy https://hotfoot.breezy.hr/json -> 200
PAGE http://www.boylesports.com/company/jobs -> 403
PAGE http://www.incisiv.io/company/careers -> 404
ATS personio https://runangel.jobs.personio.com/search.json -> 403
PAGE http://www.boylesports.com/about/jobs -> 403

=== [21/74] Riot Games (http://www.riotgames.com) ===
ATS personio https://53sixlimited.jobs.personio.com/search.json -> 403
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/riotgames/postings -> 200
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/riot-games/postings -> 200
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/riot-games/jobs -> 404
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/riotgames/jobs -> 200
ATS recruitee https://hotfoot.recruitee.com/api/offers/ -> 404
ATS workable https://apply.workable.com/api/v3/accounts/hotfootrecruiters/jobs -> 403
ATS ashby https://api.ashbyhq.com/posting-api/job-board/riotgames -> 404
ATS workable https://apply.workable.com/api/v3/accounts/hotfoot/jobs -> 403
ATS ashby https://api.ashbyhq.com/posting-api/job-board/riot-games -> 404
PAGE http://www.statsperform.com/careers -> 200
ATS teamtailor https://statsperform.teamtailor.com/jobs.json -> 406

=== [22/74] EquiRatings (http://www.equiratings.com) ===
ATS lever https://api.lever.co/v0/postings/riotgames?mode=json -> 404
ATS lever https://api.lever.co/v0/postings/riot-games?mode=json -> 404
ATS breezy https://runangel.breezy.hr/json -> 200
ATS breezy https://hotfootrecruiters.breezy.hr/json -> 200
ATS workable https://apply.workable.com/api/v3/accounts/riotgames/jobs -> 403
ATS recruitee https://riotgames.recruitee.com/api/offers/ -> 404
ATS workable https://apply.workable.com/api/v3/accounts/riot-games/jobs -> 403
ATS recruitee https://riot-games.recruitee.com/api/offers/ -> 404
ATS teamtailor https://riotgames.teamtailor.com/jobs.json -> 404
ATS breezy https://53sixlimited.breezy.hr/json -> 200
ATS bamboohr https://53six.bamboohr.com/careers/list -> 200
ATS breezy https://ea.breezy.hr/json -> 200
ATS smartrecruiters https://api.smartrecruiters.com/v1/companies/equiratings/postings -> 200
ATS greenhouse https://boards-api.greenhouse.io/v1/boards/equiratings/jobs -> 404
ATS personio https://53six.jobs.personio.com/search.json -> 403
PAGE http://www.incisiv.io/about/careers -> 404
ATS ashby https://api.ashbyhq.com/posting-api/job-board/equiratings -> 404
ATS lever https://api.lever.co/v0/postings/equiratings?mode=json -> 404
ATS recruitee https://equiratings.recruitee.com/api/offers/ -> 404
ATS workable https://apply.workable.com/api/v3/accounts/equiratings/jobs -> 403
ATS bamboohr https://riotgames.bamboohr.com/careers/list -> 200
